__time,gateway_id,id,value,name
2023-02-14 19:36:41.033000+00:00,042fa1d75d48b311,63,26.96,Room1ReturnAirTemp
2023-02-14 19:36:54.145000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
2023-02-14 19:37:37.466000+00:00,042fa1d75d48b311,63,26.64,Room1ReturnAirTemp
2023-02-14 19:37:45.449000+00:00,042fa1d75d48b311,63,27.19,Room1ReturnAirTemp
2023-02-14 19:37:55.707000+00:00,042fa1d75d48b311,63,27.73,Room1ReturnAirTemp
2023-02-14 19:38:01.408000+00:00,042fa1d75d48b311,63,28.28,Room1ReturnAirTemp
2023-02-14 19:38:33.330000+00:00,042fa1d75d48b311,63,27.75,Room1ReturnAirTemp
2023-02-14 19:38:57.270000+00:00,042fa1d75d48b311,63,27.23,Room1ReturnAirTemp
2023-02-14 19:39:23.491000+00:00,042fa1d75d48b311,63,26.72,Room1ReturnAirTemp
2023-02-14 19:39:27.483000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
2023-02-14 19:40:10.804000+00:00,042fa1d75d48b311,63,26.64,Room1ReturnAirTemp
2023-02-14 19:40:18.786000+00:00,042fa1d75d48b311,63,27.19,Room1ReturnAirTemp
2023-02-14 19:40:29.045000+00:00,042fa1d75d48b311,63,27.73,Room1ReturnAirTemp
2023-02-14 19:40:34.746000+00:00,042fa1d75d48b311,63,28.28,Room1ReturnAirTemp
2023-02-14 19:41:06.667000+00:00,042fa1d75d48b311,63,27.75,Room1ReturnAirTemp
2023-02-14 19:41:30.608000+00:00,042fa1d75d48b311,63,27.23,Room1ReturnAirTemp
2023-02-14 19:41:56.829000+00:00,042fa1d75d48b311,63,26.72,Room1ReturnAirTemp
2023-02-14 19:42:00.820000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
2023-02-14 19:42:44.143000+00:00,042fa1d75d48b311,63,26.64,Room1ReturnAirTemp
2023-02-14 19:42:52.124000+00:00,042fa1d75d48b311,63,27.19,Room1ReturnAirTemp
2023-02-14 19:43:02.383000+00:00,042fa1d75d48b311,63,27.73,Room1ReturnAirTemp
2023-02-14 19:43:08.084000+00:00,042fa1d75d48b311,63,28.28,Room1ReturnAirTemp
2023-02-14 19:43:40.006000+00:00,042fa1d75d48b311,63,27.75,Room1ReturnAirTemp
2023-02-14 19:44:03.946000+00:00,042fa1d75d48b311,63,27.23,Room1ReturnAirTemp
2023-02-14 19:44:30.167000+00:00,042fa1d75d48b311,63,26.72,Room1ReturnAirTemp
2023-02-14 19:44:34.159000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
2023-02-14 19:45:17.481000+00:00,042fa1d75d48b311,63,26.64,Room1ReturnAirTemp
2023-02-14 19:45:25.462000+00:00,042fa1d75d48b311,63,27.19,Room1ReturnAirTemp
2023-02-14 19:45:35.721000+00:00,042fa1d75d48b311,63,27.73,Room1ReturnAirTemp
2023-02-14 19:45:41.422000+00:00,042fa1d75d48b311,63,28.28,Room1ReturnAirTemp
2023-02-14 19:46:13.344000+00:00,042fa1d75d48b311,63,27.75,Room1ReturnAirTemp
2023-02-14 19:50:38.977000+00:00,042fa1d75d48b311,63,27.52,Room1ReturnAirTemp
2023-02-14 19:50:46.956000+00:00,042fa1d75d48b311,63,28.08,Room1ReturnAirTemp
2023-02-14 19:50:52.654000+00:00,042fa1d75d48b311,63,28.63,Room1ReturnAirTemp
2023-02-14 19:51:13.175000+00:00,042fa1d75d48b311,63,28.12,Room1ReturnAirTemp
2023-02-14 19:51:27.995000+00:00,042fa1d75d48b311,63,27.59,Room1ReturnAirTemp
2023-02-14 19:51:54.216000+00:00,042fa1d75d48b311,63,27.08,Room1ReturnAirTemp
2023-02-14 19:52:14.168000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
2023-02-14 19:52:57.490000+00:00,042fa1d75d48b311,63,26.64,Room1ReturnAirTemp
2023-02-14 19:53:05.471000+00:00,042fa1d75d48b311,63,27.19,Room1ReturnAirTemp
2023-02-14 19:53:15.730000+00:00,042fa1d75d48b311,63,27.73,Room1ReturnAirTemp
2023-02-14 19:53:21.432000+00:00,042fa1d75d48b311,63,28.28,Room1ReturnAirTemp
2023-02-14 19:53:53.353000+00:00,042fa1d75d48b311,63,27.75,Room1ReturnAirTemp
2023-02-14 19:54:17.293000+00:00,042fa1d75d48b311,63,27.23,Room1ReturnAirTemp
2023-02-14 19:54:43.514000+00:00,042fa1d75d48b311,63,26.72,Room1ReturnAirTemp
2023-02-14 19:54:47.506000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
2023-02-14 19:55:30.827000+00:00,042fa1d75d48b311,63,26.64,Room1ReturnAirTemp
2023-02-14 19:55:38.809000+00:00,042fa1d75d48b311,63,27.19,Room1ReturnAirTemp
2023-02-14 19:55:49.068000+00:00,042fa1d75d48b311,63,27.73,Room1ReturnAirTemp
2023-02-14 19:55:54.770000+00:00,042fa1d75d48b311,63,28.28,Room1ReturnAirTemp
2023-02-14 19:56:26.690000+00:00,042fa1d75d48b311,63,27.75,Room1ReturnAirTemp
2023-02-14 19:56:50.631000+00:00,042fa1d75d48b311,63,27.23,Room1ReturnAirTemp
2023-02-14 19:57:16.851000+00:00,042fa1d75d48b311,63,26.72,Room1ReturnAirTemp
2023-02-14 19:57:20.844000+00:00,042fa1d75d48b311,63,26.1,Room1ReturnAirTemp
