time,AmbientTemperature,Ignition
2023-05-25 06:17:38.031000+00:00,41.2,1.0
2023-05-25 06:18:34.194000+00:00,40.0,1.0
2023-05-25 06:18:37.075000+00:00,41.2,1.0
2023-05-25 06:19:51.959000+00:00,40.0,1.0
2023-05-25 06:19:57.725000+00:00,41.2,1.0
2023-05-25 06:20:02.039000+00:00,40.0,1.0
2023-05-25 06:20:07.800000+00:00,41.2,1.0
2023-05-25 06:27:55.826000+00:00,42.0,1.0
2023-05-25 06:28:23.188000+00:00,41.2,1.0
2023-05-25 06:28:30.388000+00:00,42.0,1.0
2023-05-25 06:32:02.080000+00:00,41.2,1.0
2023-05-25 06:32:40.962000+00:00,42.0,1.0
2023-05-25 06:33:09.764000+00:00,41.2,1.0
2023-05-25 06:33:37.125000+00:00,42.0,1.0
2023-05-25 06:35:00.650000+00:00,41.2,1.0
2023-05-25 06:39:42.906000+00:00,42.0,1.0
2023-05-25 06:42:47.237000+00:00,41.2,1.0
2023-05-25 06:43:26.119000+00:00,42.0,1.0
2023-05-25 06:44:29.482000+00:00,41.2,1.0
2023-05-25 06:44:33.803000+00:00,42.0,1.0
2023-05-25 06:45:01.164000+00:00,41.2,1.0
2023-05-25 06:47:25.172000+00:00,42.0,1.0
2023-05-25 06:47:36.693000+00:00,41.2,1.0
2023-05-25 07:14:39.665000+00:00,42.0,1.0
2023-05-25 07:16:01.750000+00:00,41.2,1.0
2023-05-25 07:17:03.673000+00:00,42.0,1.0
2023-05-25 07:21:56.010000+00:00,41.2,1.0
2023-05-25 07:23:00.814000+00:00,42.0,1.0
2023-05-25 07:28:55.074000+00:00,43.2,1.0
2023-05-25 07:29:02.274000+00:00,42.0,1.0
2023-05-25 07:29:06.594000+00:00,43.2,1.0
2023-05-25 07:29:10.915000+00:00,42.0,1.0
2023-05-25 07:31:03.241000+00:00,41.2,1.0
2023-05-25 07:32:10.925000+00:00,42.0,1.0
2023-05-25 07:38:36.867000+00:00,43.2,1.0
2023-05-25 07:49:22.024000+00:00,42.0,1.0
2023-05-25 08:03:11.512000+00:00,43.2,1.0
2023-05-25 08:18:18.765000+00:00,44.0,1.0
2023-05-25 08:20:48.533000+00:00,43.2,1.0
2023-05-25 08:21:11.575000+00:00,44.0,1.0
2023-05-25 08:23:48.544000+00:00,45.2,1.0
2023-05-25 08:26:35.593000+00:00,44.0,1.0
2023-05-25 08:27:08.715000+00:00,45.2,1.0
2023-05-25 08:27:23.116000+00:00,44.0,1.0
2023-05-25 08:28:55.281000+00:00,43.2,1.0
2023-05-25 08:29:11.122000+00:00,44.0,1.0
2023-05-25 08:29:14.002000+00:00,43.2,1.0
2023-05-25 08:36:07.307000+00:00,44.0,1.0
2023-05-25 08:36:13.067000+00:00,43.2,1.0
2023-05-25 08:37:07.790000+00:00,44.0,1.0
2023-05-25 08:40:51.003000+00:00,43.2,1.0
2023-05-25 08:40:58.203000+00:00,44.0,1.0
2023-05-25 08:41:02.524000+00:00,43.2,1.0
2023-05-25 08:41:35.646000+00:00,44.0,1.0
2023-05-25 08:42:03.007000+00:00,43.2,1.0
2023-05-25 08:42:26.049000+00:00,44.0,1.0
2023-05-25 08:43:16.451000+00:00,43.2,1.0
2023-05-25 08:43:26.532000+00:00,44.0,1.0
2023-05-25 08:43:38.053000+00:00,43.2,1.0
2023-05-25 08:44:34.216000+00:00,44.0,1.0
2023-05-25 08:49:56.798000+00:00,43.2,1.0
2023-05-25 08:50:19.836000+00:00,44.0,1.0
2023-05-25 08:51:20.319000+00:00,43.2,1.0
2023-05-25 08:51:53.442000+00:00,44.0,1.0
2023-05-25 08:52:38.084000+00:00,43.2,1.0
2023-05-25 09:01:39.555000+00:00,44.0,1.0
2023-05-25 09:03:23.241000+00:00,43.2,1.0
2023-05-25 09:03:46.283000+00:00,44.0,1.0
2023-05-25 09:04:42.446000+00:00,43.2,1.0
2023-05-25 09:04:46.766000+00:00,44.0,1.0
2023-05-25 09:04:58.287000+00:00,43.2,1.0
2023-05-25 09:05:15.568000+00:00,44.0,1.0
2023-05-25 09:15:06.002000+00:00,43.2,1.0
2023-05-25 09:15:21.843000+00:00,44.0,1.0
2023-05-25 09:15:26.163000+00:00,43.2,1.0
2023-05-25 09:15:46.325000+00:00,44.0,1.0
2023-05-25 09:15:49.205000+00:00,43.2,1.0
2023-05-25 09:16:49.688000+00:00,44.0,1.0
2023-05-25 09:17:01.209000+00:00,43.2,1.0
2023-05-25 09:17:08.409000+00:00,44.0,1.0
2023-05-25 09:17:12.730000+00:00,43.2,1.0
2023-05-25 09:17:45.852000+00:00,44.0,1.0
2023-05-25 09:17:53.052000+00:00,43.2,1.0
2023-05-25 09:18:08.893000+00:00,44.0,1.0
2023-05-25 09:18:59.300000+00:00,43.2,1.0
2023-05-25 09:19:16.577000+00:00,44.0,1.0
2023-05-25 09:19:20.897000+00:00,43.2,1.0
2023-05-25 09:19:32.418000+00:00,44.0,1.0
2023-05-25 09:19:38.179000+00:00,43.2,1.0
2023-05-25 09:28:26.689000+00:00,42.0,1.0
2023-05-25 09:29:12.771000+00:00,43.2,1.0
2023-05-25 09:30:08.935000+00:00,42.0,1.0
2023-05-25 09:34:09.429000+00:00,41.2,1.0
2023-05-25 09:34:51.191000+00:00,42.0,1.0
2023-05-25 09:34:56.951000+00:00,41.2,1.0
2023-05-25 09:35:04.152000+00:00,42.0,1.0
2023-05-25 09:35:37.278000+00:00,41.2,1.0
2023-05-25 09:35:58.875000+00:00,42.0,1.0
2023-05-25 09:37:38.250000+00:00,41.2,1.0
2023-05-25 09:38:11.363000+00:00,40.0,1.0
2023-05-25 09:41:04.173000+00:00,41.2,1.0
2023-05-25 09:42:56.499000+00:00,40.0,1.0
2023-05-25 09:44:18.584000+00:00,39.2,1.0
2023-05-25 09:52:28.212000+00:00,38.0,1.0
2023-05-25 09:52:33.973000+00:00,39.2,1.0
2023-05-25 09:52:57.014000+00:00,38.0,1.0
2023-05-25 09:57:46.471000+00:00,39.2,1.0
2023-05-25 09:57:57.991000+00:00,38.0,1.0
2023-05-25 09:58:15.272000+00:00,39.2,1.0
2023-05-25 09:59:50.318000+00:00,38.0,1.0
2023-05-25 10:02:14.326000+00:00,37.2,1.0
2023-05-25 10:05:40.258000+00:00,38.0,1.0
2023-05-25 10:07:32.584000+00:00,39.2,1.0
2023-05-25 10:08:54.669000+00:00,38.0,1.0
2023-05-25 10:12:59.483000+00:00,37.2,1.0
2023-05-25 10:17:05.737000+00:00,36.0,1.0
2023-05-25 10:17:11.497000+00:00,37.2,1.0
2023-05-25 10:17:21.578000+00:00,36.0,1.0
2023-05-25 10:30:00.501000+00:00,35.2,1.0
2023-05-25 10:30:14.902000+00:00,36.0,1.0
2023-05-25 10:30:27.862000+00:00,35.2,1.0
2023-05-25 10:30:32.183000+00:00,36.0,1.0
2023-05-25 10:40:45.658000+00:00,35.2,1.0
2023-05-25 10:40:51.418000+00:00,36.0,1.0
2023-05-25 10:42:13.503000+00:00,35.2,1.0
2023-05-25 10:46:51.439000+00:00,36.0,1.0
2023-05-25 10:48:07.763000+00:00,35.2,1.0
2023-05-25 10:48:10.643000+00:00,36.0,1.0
2023-05-25 10:49:34.168000+00:00,35.2,1.0
2023-05-25 10:50:14.490000+00:00,36.0,1.0
2023-05-25 10:51:59.616000+00:00,35.2,1.0
2023-05-25 10:57:23.634000+00:00,34.0,1.0
2023-05-25 10:57:33.715000+00:00,35.2,1.0
2023-05-25 11:08:04.470000+00:00,34.0,1.0
2023-05-25 11:11:24.642000+00:00,35.2,1.0
2023-05-25 11:12:09.284000+00:00,34.0,1.0
2023-05-25 11:12:32.326000+00:00,35.2,1.0
2023-05-25 11:17:31.863000+00:00,36.0,1.0
2023-05-25 11:17:54.904000+00:00,35.2,1.0
2023-05-25 11:18:00.664000+00:00,36.0,1.0
2023-05-25 11:18:51.067000+00:00,35.2,1.0
2023-05-25 11:30:20.866000+00:00,36.0,1.0
2023-05-25 11:30:26.626000+00:00,35.2,1.0
2023-05-25 11:30:36.707000+00:00,36.0,1.0
2023-05-25 11:30:42.467000+00:00,35.2,1.0
2023-05-25 11:39:28.097000+00:00,36.0,1.0
2023-05-25 12:17:47.907000+00:00,37.2,1.0
2023-05-25 12:25:12.892000+00:00,36.0,1.0
2023-05-25 12:26:13.375000+00:00,37.2,1.0
2023-05-25 12:27:52.741000+00:00,36.0,1.0
2023-05-25 12:29:16.266000+00:00,37.2,1.0
2023-05-25 12:31:31.633000+00:00,36.0,1.0
2023-05-25 12:31:35.953000+00:00,37.2,1.0
2023-05-25 12:31:51.794000+00:00,36.0,1.0
2023-05-25 12:35:26.366000+00:00,37.2,1.0
2023-05-25 12:35:42.207000+00:00,36.0,1.0
2023-05-25 12:35:56.608000+00:00,37.2,1.0
2023-05-25 12:41:47.988000+00:00,38.0,1.0
2023-05-25 12:49:59.056000+00:00,37.2,1.0
2023-05-25 13:02:53.820000+00:00,38.0,1.0
2023-05-25 13:02:58.140000+00:00,37.2,1.0
2023-05-25 13:03:16.861000+00:00,38.0,1.0
2023-05-25 13:03:32.702000+00:00,37.2,1.0
2023-05-25 13:05:45.189000+00:00,38.0,1.0
2023-05-25 13:05:50.950000+00:00,37.2,1.0
2023-05-25 13:06:12.551000+00:00,38.0,1.0
2023-05-25 13:07:14.474000+00:00,37.2,1.0
2023-05-25 13:13:21.695000+00:00,36.0,1.0
2023-05-25 13:26:49.581000+00:00,37.2,1.0
2023-05-25 13:27:01.102000+00:00,36.0,1.0
2023-05-25 13:29:48.151000+00:00,35.2,1.0
2023-05-25 13:32:03.519000+00:00,36.0,1.0
2023-05-25 13:32:58.242000+00:00,35.2,1.0
2023-05-25 13:33:04.002000+00:00,36.0,1.0
2023-05-25 13:34:39.048000+00:00,35.2,1.0
2023-05-25 13:34:50.569000+00:00,36.0,1.0
2023-05-25 13:34:54.889000+00:00,35.2,1.0
2023-05-25 13:35:00.649000+00:00,36.0,1.0
2023-05-25 13:35:23.691000+00:00,35.2,1.0
2023-05-25 13:35:35.211000+00:00,36.0,1.0
2023-05-25 13:35:39.531000+00:00,35.2,1.0
2023-05-25 13:38:06.420000+00:00,36.0,1.0
2023-05-25 13:58:39.131000+00:00,35.2,1.0
2023-05-25 14:09:11.327000+00:00,34.0,1.0
2023-05-25 14:32:32.527000+00:00,35.2,1.0
2023-05-25 14:35:38.298000+00:00,34.0,1.0
2023-05-25 14:37:10.463000+00:00,35.2,1.0
2023-05-25 14:37:56.546000+00:00,34.0,1.0
2023-05-25 14:41:05.196000+00:00,33.2,1.0
2023-05-25 14:41:16.717000+00:00,34.0,1.0
2023-05-25 14:50:18.188000+00:00,35.2,1.0
2023-05-25 14:51:30.192000+00:00,34.0,1.0
2023-05-25 14:51:46.033000+00:00,35.2,1.0
2023-05-25 14:52:09.074000+00:00,34.0,1.0
2023-05-25 14:52:13.395000+00:00,35.2,1.0
2023-05-25 15:00:07.181000+00:00,34.0,1.0
2023-05-25 15:00:14.382000+00:00,35.2,1.0
2023-05-25 15:09:25.933000+00:00,36.0,1.0
2023-05-25 15:09:31.693000+00:00,35.2,1.0
2023-05-25 15:09:36.014000+00:00,36.0,1.0
2023-05-25 15:10:00.495000+00:00,35.2,1.0
2023-05-25 15:10:04.815000+00:00,36.0,1.0
2023-05-25 15:10:16.336000+00:00,35.2,1.0
2023-05-25 15:10:22.096000+00:00,36.0,1.0
2023-05-25 15:10:33.617000+00:00,35.2,1.0
2023-05-25 15:10:49.458000+00:00,36.0,1.0
2023-05-25 15:14:44.191000+00:00,35.2,1.0
2023-05-25 15:14:49.951000+00:00,36.0,1.0
2023-05-25 15:14:57.152000+00:00,35.2,1.0
2023-05-25 15:15:01.472000+00:00,36.0,1.0
2023-05-25 15:15:17.313000+00:00,35.2,1.0
2023-05-25 15:15:24.513000+00:00,36.0,1.0
2023-05-25 15:15:28.834000+00:00,35.2,1.0
2023-05-25 15:16:20.677000+00:00,36.0,1.0
2023-05-25 15:20:18.290000+00:00,35.2,1.0
2023-05-25 15:28:23.597000+00:00,36.0,1.0
2023-05-25 15:28:27.918000+00:00,35.2,1.0
2023-05-25 15:29:35.602000+00:00,36.0,1.0
2023-05-25 15:30:15.924000+00:00,35.2,1.0
2023-05-25 15:30:43.285000+00:00,36.0,1.0
2023-05-25 15:37:00.587000+00:00,35.2,1.0
2023-05-25 15:47:25.582000+00:00,34.0,1.0
2023-05-25 15:47:37.103000+00:00,35.2,1.0
2023-05-25 15:47:41.423000+00:00,34.0,1.0
2023-05-25 15:57:59.218000+00:00,35.2,1.0
2023-05-25 15:58:04.979000+00:00,34.0,1.0
2023-05-25 15:58:45.301000+00:00,35.2,1.0
2023-05-25 16:00:13.146000+00:00,34.0,1.0
2023-05-25 16:09:31.897000+00:00,33.2,1.0
2023-05-25 16:09:39.098000+00:00,34.0,1.0
2023-05-25 16:09:44.858000+00:00,33.2,1.0
2023-05-25 16:10:41.021000+00:00,34.0,1.0
2023-05-25 16:11:08.383000+00:00,33.2,1.0
2023-05-25 16:11:25.664000+00:00,34.0,1.0
2023-05-25 16:21:21.857000+00:00,35.2,1.0
2023-05-25 16:21:29.058000+00:00,34.0,1.0
2023-05-25 16:35:15.665000+00:00,33.2,1.0
2023-05-25 16:37:48.314000+00:00,32.0,1.0
2023-05-25 17:09:52.264000+00:00,33.2,1.0
2023-05-25 17:22:51.348000+00:00,32.0,1.0
2023-05-25 17:36:27.874000+00:00,33.2,1.0
2023-05-25 17:42:22.135000+00:00,32.0,1.0
2023-05-25 17:45:32.225000+00:00,33.2,1.0
2023-05-25 17:56:23.142000+00:00,34.0,1.0
2023-05-25 17:56:34.663000+00:00,33.2,1.0
2023-05-25 17:56:44.744000+00:00,34.0,1.0
2023-05-25 17:56:54.824000+00:00,33.2,1.0
2023-05-25 17:58:52.911000+00:00,34.0,1.0
2023-05-25 17:59:21.712000+00:00,33.2,1.0
2023-05-25 17:59:43.314000+00:00,34.0,1.0
2023-05-25 18:08:10.223000+00:00,35.2,1.0
2023-05-25 18:08:20.303000+00:00,34.0,1.0
2023-05-25 18:08:27.503000+00:00,35.2,1.0
2023-05-25 18:09:43.828000+00:00,34.0,1.0
2023-05-25 18:27:32.369000+00:00,35.2,1.0
2023-05-25 18:30:46.780000+00:00,34.0,1.0
2023-05-25 18:33:45.350000+00:00,33.2,1.0
2023-05-25 18:41:43.457000+00:00,32.0,1.0
2023-05-25 18:45:05.069000+00:00,31.2,1.0
2023-05-25 18:47:29.077000+00:00,32.0,1.0
2023-05-25 18:49:27.163000+00:00,33.2,1.0
2023-05-25 18:57:51.192000+00:00,32.0,1.0
2023-05-25 19:03:08.010000+00:00,31.2,1.0
2023-05-25 19:03:12.330000+00:00,32.0,1.0
2023-05-25 19:03:23.851000+00:00,31.2,1.0
2023-05-25 19:06:10.900000+00:00,30.0,1.0
2023-05-25 19:06:39.702000+00:00,31.2,1.0
2023-05-25 19:09:10.911000+00:00,32.0,1.0
2023-05-25 19:10:27.235000+00:00,31.2,1.0
2023-05-25 19:10:32.995000+00:00,32.0,1.0
2023-05-25 19:10:38.756000+00:00,31.2,1.0
2023-05-25 19:10:44.516000+00:00,32.0,1.0
2023-05-25 19:12:41.162000+00:00,31.2,1.0
2023-05-25 19:13:53.167000+00:00,30.0,1.0
2023-05-25 19:23:32.079000+00:00,31.2,1.0
2023-05-25 19:25:08.565000+00:00,30.0,1.0
2023-05-25 19:32:09.069000+00:00,29.2,1.0
2023-05-25 19:32:32.110000+00:00,30.0,1.0
2023-05-25 19:33:59.955000+00:00,29.2,1.0
2023-05-25 19:34:04.275000+00:00,30.0,1.0
2023-05-25 19:34:11.476000+00:00,29.2,1.0
2023-05-25 19:34:43.157000+00:00,30.0,1.0
2023-05-25 19:36:08.122000+00:00,29.2,1.0
2023-05-25 19:37:47.488000+00:00,30.0,1.0
2023-05-25 19:44:23.510000+00:00,29.2,1.0
2023-05-25 19:45:03.833000+00:00,30.0,1.0
2023-05-25 19:45:39.835000+00:00,29.2,1.0
2023-05-25 19:47:26.401000+00:00,30.0,1.0
2023-05-25 19:55:02.906000+00:00,31.2,1.0
2023-05-25 19:57:34.115000+00:00,32.0,1.0
2023-05-25 20:00:12.524000+00:00,33.2,1.0
2023-05-25 20:03:35.575000+00:00,32.0,1.0
2023-05-25 20:07:38.949000+00:00,33.2,1.0
2023-05-25 20:09:39.916000+00:00,32.0,1.0
2023-05-25 20:10:08.718000+00:00,33.2,1.0
2023-05-25 20:10:20.238000+00:00,32.0,1.0
2023-05-25 20:11:59.604000+00:00,33.2,1.0
2023-05-25 20:15:19.775000+00:00,32.0,1.0
2023-05-25 20:15:25.540000+00:00,33.2,1.0
2023-05-25 20:19:53.391000+00:00,34.0,1.0
2023-05-25 20:37:33.290000+00:00,33.2,1.0
2023-05-25 20:37:59.212000+00:00,34.0,1.0
2023-05-25 20:38:12.173000+00:00,33.2,1.0
2023-05-25 20:38:16.493000+00:00,34.0,1.0
2023-05-25 20:39:19.856000+00:00,33.2,1.0
2023-05-25 20:39:45.778000+00:00,34.0,1.0
2023-05-25 20:42:15.546000+00:00,33.2,1.0
2023-05-25 20:57:11.277000+00:00,32.0,1.0
2023-05-25 21:00:27.128000+00:00,33.2,1.0
2023-05-25 21:08:52.596000+00:00,32.0,1.0
2023-05-25 21:19:00.310000+00:00,31.2,1.0
2023-05-25 21:21:30.078000+00:00,30.0,1.0
2023-05-25 21:27:05.617000+00:00,29.2,1.0
2023-05-25 21:29:18.104000+00:00,30.0,1.0
2023-05-25 21:30:02.747000+00:00,29.2,1.0
2023-05-25 21:39:02.777000+00:00,30.0,1.0
2023-05-25 21:40:21.981000+00:00,29.2,1.0
2023-05-25 21:44:09.514000+00:00,30.0,1.0
2023-05-25 21:44:38.316000+00:00,29.2,1.0
2023-05-25 21:47:58.487000+00:00,30.0,1.0
2023-05-25 21:48:02.807000+00:00,29.2,1.0
2023-05-25 21:48:14.328000+00:00,30.0,1.0
2023-05-25 21:48:54.650000+00:00,29.2,1.0
2023-05-25 21:48:58.970000+00:00,30.0,1.0
2023-05-25 21:49:04.730000+00:00,29.2,1.0
2023-05-25 21:50:26.817000+00:00,30.0,1.0
2023-05-25 21:53:05.224000+00:00,29.2,1.0
2023-05-25 21:53:38.346000+00:00,30.0,1.0
2023-05-25 21:57:15.798000+00:00,29.2,1.0
2023-05-25 21:57:21.558000+00:00,30.0,1.0
2023-05-25 22:01:19.171000+00:00,31.2,1.0
2023-05-25 22:06:15.828000+00:00,30.0,1.0
2023-05-25 22:07:06.231000+00:00,29.2,1.0
2023-05-25 22:10:49.443000+00:00,30.0,1.0
2023-05-25 22:10:53.763000+00:00,29.2,1.0
2023-05-25 22:11:05.284000+00:00,30.0,1.0
2023-05-25 22:13:24.972000+00:00,31.2,1.0
2023-05-25 22:13:32.172000+00:00,30.0,1.0
2023-05-25 22:13:40.813000+00:00,31.2,1.0
2023-05-25 22:13:59.534000+00:00,30.0,1.0
2023-05-25 22:14:15.375000+00:00,31.2,1.0
2023-05-25 22:14:19.695000+00:00,30.0,1.0
2023-05-25 22:16:39.382000+00:00,29.2,1.0
2023-05-25 22:18:02.907000+00:00,28.0,1.0
2023-05-25 22:18:08.668000+00:00,29.2,1.0
2023-05-25 22:18:14.428000+00:00,28.0,1.0
2023-05-25 22:20:45.636000+00:00,29.2,1.0
2023-05-25 22:23:16.845000+00:00,30.0,1.0
2023-05-25 22:29:22.625000+00:00,29.2,1.0
2023-05-25 22:33:10.158000+00:00,30.0,1.0
2023-05-25 22:34:45.203000+00:00,29.2,1.0
2023-05-25 22:35:22.645000+00:00,30.0,1.0
2023-05-25 22:35:52.887000+00:00,29.2,1.0
2023-05-25 22:37:30.812000+00:00,30.0,1.0
2023-05-25 22:40:53.864000+00:00,31.2,1.0
2023-05-25 22:43:58.194000+00:00,30.0,1.0
2023-05-25 22:45:10.198000+00:00,31.2,1.0
2023-05-25 22:49:04.931000+00:00,32.0,1.0
2023-05-25 22:49:09.251000+00:00,31.2,1.0
2023-05-25 22:49:19.332000+00:00,32.0,1.0
2023-05-25 22:49:25.092000+00:00,31.2,1.0
2023-05-25 22:49:48.133000+00:00,32.0,1.0
2023-05-25 22:50:15.495000+00:00,31.2,1.0
2023-05-25 22:50:28.456000+00:00,32.0,1.0
2023-05-25 22:50:32.776000+00:00,31.2,1.0
2023-05-25 22:50:44.297000+00:00,32.0,1.0
2023-05-25 22:50:48.617000+00:00,31.2,1.0
2023-05-25 23:27:47.781000+00:00,30.0,1.0
2023-05-25 23:27:52.101000+00:00,31.2,1.0
2023-05-25 23:27:59.301000+00:00,30.0,1.0
2023-05-25 23:28:03.622000+00:00,31.2,1.0
2023-05-25 23:28:59.785000+00:00,30.0,1.0
2023-05-25 23:29:06.987000+00:00,31.2,1.0
2023-05-25 23:29:11.305000+00:00,30.0,1.0
2023-05-25 23:33:49.241000+00:00,31.2,1.0
2023-05-25 23:36:24.769000+00:00,30.0,1.0
2023-05-25 23:43:49.754000+00:00,29.2,1.0
2023-05-25 23:48:00.328000+00:00,28.0,1.0
2023-05-25 23:50:15.696000+00:00,27.2,1.0
2023-05-25 23:50:20.016000+00:00,28.0,1.0
2023-05-25 23:50:31.537000+00:00,27.2,1.0
2023-05-25 23:53:30.107000+00:00,28.0,1.0
2023-05-25 23:55:38.274000+00:00,29.2,1.0
2023-05-26 00:00:45.011000+00:00,28.0,1.0
2023-05-26 00:01:12.372000+00:00,29.2,1.0
2023-05-26 00:01:23.893000+00:00,28.0,1.0
2023-05-26 00:01:28.213000+00:00,29.2,1.0
2023-05-26 00:01:35.414000+00:00,28.0,1.0
2023-05-26 00:03:14.779000+00:00,29.2,1.0
2023-05-26 00:05:34.467000+00:00,30.0,1.0
2023-05-26 00:05:56.068000+00:00,29.2,1.0
2023-05-26 00:06:01.828000+00:00,30.0,1.0
2023-05-26 00:07:13.832000+00:00,29.2,1.0
2023-05-26 00:09:06.159000+00:00,28.0,1.0
2023-05-26 00:11:47.448000+00:00,29.2,1.0
2023-05-26 00:14:44.578000+00:00,30.0,1.0
2023-05-26 00:15:39.301000+00:00,29.2,1.0
2023-05-26 00:16:06.662000+00:00,28.0,1.0
2023-05-26 00:16:46.984000+00:00,27.2,1.0
2023-05-26 00:20:41.718000+00:00,26.0,1.0
2023-05-26 00:22:38.364000+00:00,25.2,1.0
2023-05-26 00:23:12.926000+00:00,26.0,1.0
2023-05-26 00:24:36.451000+00:00,27.2,1.0
2023-05-26 00:26:04.296000+00:00,28.0,1.0
2023-05-26 00:28:18.223000+00:00,27.2,1.0
2023-05-26 00:30:49.434000+00:00,26.0,1.0
2023-05-26 00:32:17.277000+00:00,27.2,1.0
2023-05-26 00:35:04.326000+00:00,26.0,1.0
2023-05-26 00:49:44.216000+00:00,25.2,1.0
2023-05-26 00:50:05.817000+00:00,26.0,1.0
2023-05-26 00:50:11.577000+00:00,25.2,1.0
2023-05-26 00:50:18.778000+00:00,26.0,1.0
2023-05-26 00:54:46.633000+00:00,27.2,1.0
2023-05-26 00:54:52.393000+00:00,26.0,1.0
2023-05-26 00:57:17.842000+00:00,27.2,1.0
2023-05-26 00:59:53.370000+00:00,28.0,1.0
2023-05-26 01:02:33.219000+00:00,29.2,1.0
2023-05-26 01:13:09.736000+00:00,30.0,1.0
2023-05-26 01:13:14.056000+00:00,29.2,1.0
2023-05-26 01:15:00.622000+00:00,30.0,1.0
2023-05-26 01:20:50.562000+00:00,31.2,1.0
2023-05-26 01:57:02.205000+00:00,30.0,1.0
2023-05-26 01:57:38.206000+00:00,31.2,1.0
2023-05-26 01:58:27.169000+00:00,30.0,1.0
2023-05-26 01:58:37.250000+00:00,31.2,1.0
2023-05-26 02:03:45.427000+00:00,32.0,1.0
2023-05-26 02:25:44.542000+00:00,33.2,1.0
2023-05-26 02:30:28.238000+00:00,32.0,1.0
2023-05-26 02:32:00.403000+00:00,31.2,1.0
2023-05-26 02:33:51.289000+00:00,30.0,1.0
2023-05-26 02:35:10.494000+00:00,29.2,1.0
2023-05-26 02:35:55.137000+00:00,28.0,1.0
2023-05-26 02:36:39.779000+00:00,27.2,1.0
2023-05-26 13:12:05.923000+00:00,38.0,1.0
2023-05-26 13:12:05.923000+00:00,38.0,1.0
2023-05-26 13:12:50.566000+00:00,39.2,1.0
2023-05-26 13:16:48.293000+00:00,38.0,1.0
2023-05-26 13:19:08.052000+00:00,39.2,1.0
2023-05-26 13:19:13.815000+00:00,38.0,1.0
2023-05-26 13:19:41.191000+00:00,39.2,1.0
2023-05-26 13:19:54.158000+00:00,38.0,1.0
2023-05-26 13:19:59.921000+00:00,39.2,1.0
2023-05-26 13:20:35.942000+00:00,38.0,1.0
2023-05-26 13:22:52.820000+00:00,39.2,1.0
2023-05-26 13:23:04.347000+00:00,38.0,1.0
2023-05-26 13:23:08.669000+00:00,39.2,1.0
2023-05-26 13:23:31.722000+00:00,38.0,1.0
2023-05-26 13:25:22.665000+00:00,39.2,1.0
2023-05-26 13:26:57.760000+00:00,38.0,1.0
2023-05-26 13:28:31.413000+00:00,39.2,1.0
2023-05-26 13:28:38.622000+00:00,38.0,1.0
2023-05-26 13:33:10.858000+00:00,39.2,1.0
2023-05-26 13:33:36.780000+00:00,38.0,1.0
2023-05-26 13:34:01.261000+00:00,39.2,1.0
2023-05-26 13:36:36.792000+00:00,38.0,1.0
2023-05-26 13:40:35.847000+00:00,37.2,1.0
2023-05-26 13:42:45.456000+00:00,36.0,1.0
2023-05-26 13:47:19.073000+00:00,35.2,1.0
2023-05-26 13:49:34.442000+00:00,34.0,1.0
2023-05-26 13:50:57.967000+00:00,35.2,1.0
2023-05-26 13:54:28.220000+00:00,36.0,1.0
2023-05-26 14:02:27.769000+00:00,35.2,1.0
2023-05-26 14:19:23.030000+00:00,34.0,1.0
2023-05-26 15:06:03.994000+00:00,33.2,1.0
2023-05-26 15:06:08.315000+00:00,34.0,1.0
2023-05-26 15:06:24.155000+00:00,33.2,1.0
2023-05-26 15:06:31.356000+00:00,34.0,1.0
2023-05-26 15:08:55.364000+00:00,33.2,1.0
2023-05-26 17:08:21.211000+00:00,32.0,1.0
2023-05-26 17:08:50.013000+00:00,33.2,1.0
2023-05-26 17:08:58.653000+00:00,32.0,1.0
2023-05-26 17:09:04.414000+00:00,33.2,1.0
2023-05-26 17:24:26.066000+00:00,32.0,1.0
2023-05-26 17:24:31.826000+00:00,33.2,1.0
2023-05-26 18:04:12.280000+00:00,34.0,1.0
2023-05-26 18:04:25.241000+00:00,33.2,1.0
2023-05-26 18:04:36.762000+00:00,34.0,1.0
2023-05-26 18:04:52.603000+00:00,33.2,1.0
2023-05-26 18:04:58.363000+00:00,34.0,1.0
2023-05-26 18:11:55.986000+00:00,35.2,1.0
2023-05-26 18:12:03.187000+00:00,34.0,1.0
2023-05-26 18:12:07.507000+00:00,35.2,1.0
2023-05-26 18:15:07.517000+00:00,34.0,1.0
2023-05-26 18:16:42.563000+00:00,35.2,1.0
2023-05-26 18:19:35.372000+00:00,34.0,1.0
2023-05-26 18:21:21.938000+00:00,35.2,1.0
2023-05-26 18:24:57.950000+00:00,36.0,1.0
2023-05-26 18:26:28.676000+00:00,35.2,1.0
2023-05-26 18:30:21.969000+00:00,36.0,1.0
2023-05-26 18:31:16.692000+00:00,35.2,1.0
2023-05-26 18:39:40.720000+00:00,34.0,1.0
2023-05-26 18:40:54.164000+00:00,33.2,1.0
2023-05-26 18:42:13.369000+00:00,32.0,1.0
2023-05-26 18:43:23.933000+00:00,31.2,1.0
2023-05-26 18:44:27.296000+00:00,30.0,1.0
2023-05-26 21:56:47.427000+00:00,34.0,1.0
2023-05-26 21:56:47.427000+00:00,34.0,1.0
2023-05-26 21:57:16.229000+00:00,35.2,1.0
2023-05-26 21:59:44.517000+00:00,36.0,1.0
